2005.00000    -16.0638      1.5852
2005.00274     -6.6121     -2.2432
2005.00548    -20.8259      1.1461
2005.00822    -22.8256     -0.4646
2005.01096    -14.8691     -0.2160
2005.01370    -14.7242     -1.6843
2005.01644      0.1744      6.8827
2005.01918    -28.8035      3.8851
2005.02192    -15.3587      1.8864
2005.02466    -10.2967      1.9553
2005.02740    -30.7616     -3.8348
2005.03014    -14.9772      2.5123
2005.03288    -15.4959     -2.9362
2005.03562    -14.9642      1.1463
2005.03836    -17.2749     -1.2036
2005.04110    -27.1253      4.2615
2005.04384     -0.8678      0.2774
2005.04658    -17.9950      1.2581
2005.04932    -18.3531     -2.1976
2005.05205    -12.3298     -1.5416
2005.05479    -12.4354      2.5033
2005.05753    -22.4692     -1.5930
2005.06027    -17.2653      1.1354
2005.06301    -14.7996     -5.7560
2005.06575    -26.9754     -0.4412
2005.06849    -24.7823     -0.4518
2005.07123    -11.5348     -0.5891
2005.07397    -14.1319      1.5350
2005.07671    -16.0178      2.0830
2005.07945    -10.3875      2.3995
2005.08219    -24.1344      0.9215
2005.08493    -19.2716     -3.0482
2005.08767     -8.1626      2.1034
2005.09041    -19.6155      0.4795
2005.09315    -10.2698      4.0845
2005.09589     -6.5552     -0.5183
2005.09863    -12.1354      1.0876
2005.10137    -14.8570     -0.9026
2005.10411     -2.2330     -2.1280
2005.10685     -8.8672      2.1523
2005.10959    -17.3865     -2.4802
2005.11233    -22.1531     -1.0155
2005.11507    -12.8320     -0.0578
2005.11781    -12.5005     -3.2913
2005.12055    -17.2279     -0.6499
2005.12329    -16.8004     -0.7435
2005.12603     -7.7950      0.9512
2005.12877    -20.8524     -3.4872
2005.13151     -4.2160      2.2045
2005.13425     -9.4780     -1.3184
2005.13699    -11.4719     -0.6139
2005.13973      1.3135      2.5163
2005.14247    -24.0023      0.4212
2005.14521     13.7342     -0.9574
2005.14795    -12.1868     -1.9696
2005.15068    -24.2370      1.4237
2005.15342     -6.0966     -0.5716
2005.15616    -13.4817      0.2805
2005.15890     -9.3268      1.3377
2005.16164     -9.6589     -0.4421
2005.16438    -10.3819     -2.7605
2005.16712      6.2086      2.1382
2005.16986      0.4998      0.8173
2005.17260     -9.5953     -0.8860
2005.17534    -12.5009     -0.5160
2005.17808     -5.0128      2.2017
2005.18082     -1.9840     -0.2694
2005.18356     -3.6124      3.2045
2005.18630     -0.3054     -0.0568
2005.18904      7.4102     -0.3300
2005.19178    -12.9248    -13.8106
2005.19452    -14.8521     -3.3545
2005.19726      2.7382     -0.1971
2005.20000     -8.7497      2.3712
2005.20274     10.5262      1.1711
2005.20548    -17.2573     -1.6401
2005.20822     -9.8968     -1.7480
2005.21096    -12.2619      1.2425
2005.21370      5.4324      2.7002
2005.21644     -1.6542      3.6589
2005.21918      5.6666      0.5406
2005.22192     17.2530     -0.4998
2005.22466      1.2091      2.9066
2005.22740      9.4415      0.3214
2005.23014     11.7639      1.0060
2005.23288     14.7246    -17.8169
2005.23562     11.7185      0.9731
2005.23836      6.8169     -3.1344
2005.24110     -2.9747     -0.1314
2005.24384      0.2157     -5.0484
2005.24658     -7.4552     -4.3024
2005.24932     10.8883      0.4301
2005.25205      3.7732      2.9632
2005.25479     11.7916      1.3750
2005.25753     12.3715      0.2885
2005.26027     -0.6761     -0.4428
2005.26301      8.0726     -0.9718
2005.26575      5.0488    -15.7240
2005.26849      4.9557      2.7912
2005.27123     22.5584     -1.6107
2005.27397     13.1979     -0.7572
2005.27671      3.0756      1.4423
2005.27945     11.6046     -2.1384
2005.28219      8.6166     -1.4088
2005.28493     15.9396      2.0121
2005.28767     14.2580     -3.0799
2005.29041     11.2215      4.5326
2005.29315     15.8495     -1.2652
2005.29589     18.6641      1.5284
